BOPA_C	U35 Rice Locus	U35 Rice E-Score	U35_Rice Description
11_10153	Os06g13810	0	"protein pyrophosphate--fructose 6-phosphate 1-phosphotransferase beta subunit, putative, expressed"
12_11257	Os06g14400	1.00E-174	"protein 1-aminocyclopropane-1-carboxylate oxidase, putative, expressed"
12_30496	Os06g14620	0	"protein ribonucleoside-diphosphate reductase small chain, putative, expressed"
11_10299	Os06g15990	0	"protein aldehyde dehydrogenase, mitochondrial precursor, putative, expressed"
12_31452	Os06g19620	1.00E-107	"protein protein SFT2, putative, expressed"
12_11202	Os06g21140	1.00E-50	"protein glycine-rich cell wall structural protein precursor, putative, expressed"
11_11122	Os06g21380	0	"protein carboxyl-terminal-processing protease precursor, putative, expressed"
11_20827	Os06g21600	0	"protein selenoprotein O, putative, expressed"
12_21492	Os06g28050	1.00E-79	"protein 3Fe-4S ferredoxin, putative, expressed"
12_11045	Os06g29180	0	"protein formate dehydrogenase 1, mitochondrial precursor, putative, expressed"
12_11103	Os06g30370	1.00E-82	"protein OsMFT1 - Rice MFT-Like1 homogous to Arabidopsis Mother of FT and TFL1 gene, expressed"
12_30997	Os10g39410	2.00E-53	"protein histone H4, putative, expressed"
12_31120	Os06g44280	2.00E-22	"protein fibroin heavy chain precursor, putative, expressed"
11_10983	Os08g38820	1.00E-143	"protein transmembrane 9 superfamily protein member 2 precursor, putative, expressed"
12_21167	Os08g39160	1.00E-121	"protein phosphoribosylglycinamide formyltransferase, chloroplast precursor, putative, expressed"
11_20885	Os08g39300	0	"protein serine--glyoxylate aminotransferase, putative, expressed"
12_30344	Os08g39450	4.00E-60	"protein multiple stress-responsive zinc-finger protein ISAP1, putative, expressed"
12_30595	Os08g41250	1.00E-128	"protein signal recognition particle receptor beta subunit, putative, expressed"
12_10655	Os08g42040	1.00E-60	"protein lipid transfer protein, putative, expressed"
12_30581	Os07g12530	0	"protein ubiquinone biosynthesis protein ubiB, putative, expressed"
11_10083	Os09g32976	1.00E-142	"protein 60S ribosomal protein L7a, putative, expressed"
11_20911	Os05g41750	3.00E-40	"protein ATSMC3, putative, expressed"
11_10256	Os08g42000	6.00E-55	"protein nuclear transport factor 2, putative, expressed"
11_20879	Os08g42400	3.00E-66	"protein NAC domain-containing protein 68, putative, expressed"
12_10698	Os08g42560	0	"protein glycyl-tRNA synthetase 1, mitochondrial precursor, putative, expressed"
12_10268	Os08g42590	0	"protein mtN19-like protein, putative, expressed"
12_30760	Os08g42640	0	"protein VIP2 protein, putative, expressed"
11_10924	Os08g42740	1.00E-161	"protein protein ariadne-1, putative, expressed"
12_30794	Os08g42740	1.00E-112	"protein protein ariadne-1, putative, expressed"
12_30053	Os08g42920	1.00E-119	"protein 60S ribosomal protein L7, putative, expressed"
12_30486	Os08g43060	0	protein expressed protein
11_10394	Os08g43190	0	"protein sorbitol dehydrogenase, putative, expressed"
12_30544	Os08g43300	0	"protein SAY1, putative, expressed"
11_20893	Os08g43360	1.00E-125	"protein nucleic acid binding protein, putative, expressed"
12_10222	Os08g43580	1.00E-55	"protein acyl carrier protein 3, chloroplast precursor, putative, expressed"
12_30411	Os08g44290	1.00E-106	"protein ribonucleoprotein, chloroplast precursor, putative, expressed"
12_30492	Os08g44430	1.00E-125	"protein vesicle-associated membrane protein 727, putative, expressed"
12_31227	Os08g44460	6.00E-25	protein expressed protein
11_20828	Os08g44640	0	"protein retinoid-inducible serine carboxypeptidase precursor, putative, expressed"
11_20314	Os08g44770	1.00E-101	"protein superoxide dismutase, chloroplast precursor, putative, expressed"
12_10459	Os08g45190	6.00E-51	"protein PGR5, putative, expressed"
12_31000	Os04g57060	1.00E-26	"protein retrotransposon protein, putative, unclassified"
12_11477	Os05g23620	1.00E-166	"protein cytochrome c1, heme protein, mitochondrial precursor, putative, expressed"
11_10115	Os05g47810	0.00006	"protein UL36 very large tegument protein, putative, expressed"
12_30481	Os07g22600	1.00E-176	"protein spermidine synthase 1, putative, expressed"
11_10073	Os12g03880	1.00E-161	"protein 60S acidic ribosomal protein P0, putative, expressed"
11_21494	Os01g09830	7.00E-46	"protein OsGrx_A2 - glutaredoxin subgroup III, expressed"
11_10055	Os03g38000	1.00E-122	"protein 40S ribosomal protein S3, putative, expressed"
12_30589	Os08g01890	0	protein expressed protein
12_10581	Os08g02120	1.00E-178	"protein fructokinase-2, putative, expressed"
11_11219	Os08g02230	0	"protein FAD binding domain containing protein, putative, expressed"
11_21178	Os08g02250	0	"protein calmodulin binding protein, putative, expressed"
12_30574	Os08g02420	8.00E-79	"protein calmodulin, putative, expressed"
12_30475	Os08g02640	1.00E-153	"protein succinate dehydrogenase iron-sulfur protein,mitochondrial precursor, putative, expressed"
12_11146	Os08g02690	0	"protein topoisomerase-like protein, putative, expressed"
12_21319	Os08g02860	5.00E-87	"protein transposon protein, putative, unclassified, expressed"
11_21335	Os08g03470	1.00E-90	"protein snRNP protein, putative, expressed"
12_30449	Os08g04180	0	"protein tryptophan synthase beta chain 1, putative, expressed"
11_11352	Os08g04300	1.00E-167	"protein transferase, transferring glycosyl groups, putative, expressed"
11_10773	Os08g04450	1.00E-103	"protein DAG protein, chloroplast precursor, putative, expressed"
12_31140	Os08g04620	1.00E-110	"protein structural molecule, putative, expressed"
11_11145	Os08g04810	2.00E-42	"protein serine esterase family protein, putative, expressed"
12_31345	Os08g05490	0	"protein tyrosyl-tRNA synthetase, putative, expressed"
12_30600	Os08g05570	8.00E-93	"protein monodehydroascorbate reductase, chloroplast precursor, putative, expressed"
12_11536	Os08g06330	1.00E-169	"protein zinc finger C-x8-C-x5-C-x3-H type family protein, expressed"
11_10370	Os08g06530	1.00E-121	"protein rubredoxin family protein, expressed"
11_21302	Os08g08220	1.00E-102	"protein ATP binding protein, putative, expressed"
12_10713	Os08g09350	0	"protein protein gar2, putative, expressed"
12_30835	Os08g09350	0	"protein protein gar2, putative, expressed"
12_30621	Os08g12750	0	"protein serine/threonine protein kinase, putative, expressed"
12_30550	Os08g15040	2.00E-98	"protein ADP-ribosylation factor 3, putative, expressed"
12_31215	Os08g18110	1.00E-146	"protein alpha-soluble NSF attachment protein, putative, expressed"
12_30445	Os08g22354	0	"protein polyadenylate-binding protein 2, putative, expressed"
11_20200	Os08g25734	0	"protein glucose-1-phosphate adenylyltransferase small subunit, chloroplast precursor, putative, expressed"
12_30389	Os08g25734	0	"protein glucose-1-phosphate adenylyltransferase small subunit, chloroplast precursor, putative, expressed"
11_11291	Os08g35710	4.00E-88	protein expressed protein
12_30563	Os08g36840	0	"protein glycoprotein 3-alpha-L-fucosyltransferase A, putative, expressed"
12_31418	Os08g37610	1.00E-127	protein expressed protein
11_20460	Os10g06130	0	"protein APOBEC1 complementation factor, putative, expressed"
11_10534	Os08g01930	0	"protein far upstream element-binding protein 1, putative, expressed"
12_30565	Os11g37130	1.00E-61	"protein HCF106C precursor protein, putative, expressed"
11_11461	Os06g30750	1.00E-121	"protein reticulon, putative, expressed"
12_11091	Os01g22352	1.00E-144	"protein peroxidase 2 precursor, putative, expressed"
11_10673	Os03g36750	1.00E-145	"protein protein cbbY, putative, expressed"
12_30506	Os06g22870	1.00E-107	"protein OsIAA21 - Auxin-responsive Aux/IAA gene family member, expressed"
12_10982	Os06g22960	1.00E-131	"protein aquaporin TIP2.2, putative, expressed"
11_20205	Os06g23290	0	"protein phosphatidylinositol 3- and 4-kinase family protein, expressed"
12_10125	Os06g23290	0	"protein phosphatidylinositol 3- and 4-kinase family protein, expressed"
11_10069	Os06g23440	6.00E-78	"protein eukaryotic translation initiation factor 1A, putative, expressed"
11_21079	Os06g27760	7.00E-76	"protein peptide methionine sulfoxide reductase msrB, putative, expressed"
11_20349	Os06g29730	0.000002	protein expressed protein
12_10369	Os08g01370	2.00E-15	protein expressed protein
12_31211	Os08g01750	0	"protein phosphoinositide 5-phosphatase, putative, expressed"
12_30213	Os08g09320	1.00E-160	"protein vacuolar protein sorting protein 72, putative, expressed"
12_30645	Os08g01180	0	"protein nicalin precursor, putative, expressed"
12_11377	Os09g24670	5.00E-13	"protein CAAX amino terminal protease family protein, putative, expressed"
12_11499	Os01g01290	8.00E-38	"protein histone-like transcription factor and archaeal histone family protein, expressed"
11_20880	Os01g40830	3.00E-45	protein hypothetical protein
12_30998	Os01g40830	3.00E-45	protein hypothetical protein
12_11529	Os01g42530	1.00E-111	"protein GTP-binding nuclear protein Ran-2, putative, expressed"
11_11445	Os03g38520	1.00E-30	protein expressed protein
12_21520	Os03g38520	1.00E-30	protein expressed protein
11_10531	Os06g24730	0	"protein hydrolase, alpha/beta fold family protein, expressed"
11_10442	Os06g40040	1.00E-59	protein expressed protein
12_11055	Os08g09250	1.00E-157	"protein lactoylglutathione lyase, putative, expressed"
11_11239	Os10g10434	0	"protein dimethyladenosine transferase, putative, expressed"
11_20230	Os06g37180	0	"protein vacuolar ATP synthase subunit B isoform 1, putative, expressed"
11_20042	Os06g37420	1.00E-126	"protein histone deacetylase 11, putative, expressed"
12_30199	Os06g37610	1.00E-82	"protein cyclopropane-fatty-acyl-phospholipid synthase, putative, expressed"
11_20896	Os06g37660	1.00E-180	"protein OsPP2Ac-1 - Phosphatase 2A isoform 1 belonging to family 1, expressed"
12_31199	Os07g29750	1.00E-87	"protein xyloglucan endotransglucosylase/hydrolase protein 32 precursor, putative, expressed"
11_21330	Os07g30800	9.00E-71	"protein FK506 binding protein, putative, expressed"
12_31137	Os08g10500	4.00E-21	protein expressed protein
11_21409	Os06g36770	1.00E-135	"protein serine/threonine protein phosphatase 2A 55 kDa regulatory subunit Bbeta isoform, putative, expressed"
11_20771	Os06g37070	3.00E-32	protein expressed protein
11_10143	Os01g52490	7.00E-65	"protein 40S ribosomal protein S24, putative, expressed"
11_10303	Os06g36700	0	"protein T-complex protein 1 subunit epsilon, putative, expressed"
12_10089	Os06g37440	0	"protein elongation factor 1-gamma 3, putative, expressed"
11_20083	Os12g40340	1.00E-121	"protein EXS, C-terminal, putative, expressed"
12_30419	Os06g35814	1.00E-114	"protein ras-related protein RIC2, putative, expressed"
11_20485	Os06g35970	2.00E-67	"protein meiosis 5, putative, expressed"
12_30026	Os03g38950	1.00E-124	protein expressed protein
12_20685	Os06g40450	1.00E-143	"protein WDL1, putative, expressed"
12_11437	Os06g40730	1.00E-17	protein expressed protein
12_30996	Os06g40740	6.00E-79	protein expressed protein
12_30301	Os06g49970	1.00E-141	"protein alpha-amylase isozyme C2 precursor, putative, expressed"
11_21448	Os06g41010	2.00E-77	"protein zinc finger A20 and AN1 domains-containing protein, putative, expressed"
11_21201	Os06g49700	1.00E-124	protein expressed protein
11_21173	Os06g49740	1.00E-161	"protein GCIP-interacting protein, putative, expressed"
12_31395	Os06g49800	1.00E-117	"protein ubiquitin interaction motif family protein, expressed"
12_30806	Os07g11290	3.00E-62	protein expressed protein
12_31188	Os06g48760	0	"protein UDP-sugar pyrophospharylase, putative, expressed"
11_20808	Os07g12900	1.00E-120	"protein cadmium/zinc-transporting ATPase 2, putative"
12_30335	Os08g19610	5.00E-90	"protein peptidyl-prolyl cis-trans isomerase, cyclophilin-type family protein, expressed"
12_20611	Os06g48590	0	"protein OsMPK7 - putative MAPK based on amino acid sequence homology, expressed"
11_20103	Os06g48600	4.00E-51	"protein macrophage migration inhibitory factor, putative, expressed"
12_30168	Os07g06840	1.00E-140	"protein gibberellin receptor GID1L2, putative, expressed"
12_31294	Os06g48500	2.00E-21	protein expressed protein
12_31440	Os06g48534	1.00E-107	"protein GATA transcription factor 25, putative, expressed"
12_11051	Os10g02040	1.00E-136	"protein peroxidase 54 precursor, putative, expressed"
12_30630	Os11g09310	1.00E-100	"protein zinc finger CCHC domain-containing protein 10, putative, expressed"
11_10169	Os06g48160	1.00E-152	"protein xyloglucan endotransglucosylase/hydrolase protein 23 precursor, putative, expressed"
12_21464	Os06g48180	1.00E-134	"protein xyloglucan endotransglucosylase/hydrolase protein 23 precursor, putative, expressed"
12_31261	Os06g47930	1.00E-64	protein expressed protein
11_20824	Os02g32814	5.00E-36	"protein heavy metal-associated domain containing protein, expressed"
12_10362	Os09g07020	1.00E-178	"protein flavonol synthase-like protein, putative, expressed"
12_20406	Os09g07020	1.00E-178	"protein flavonol synthase-like protein, putative, expressed"
12_20684	Os06g47340	0	"protein glycosyltransferase, putative, expressed"
11_20385	Os06g47200	4.00E-51	"protein lipid binding protein, putative, expressed"
11_20652	Os06g47220	2.00E-43	protein expressed protein
11_20092	Os06g47230	5.00E-25	protein expressed protein
11_10853	Os07g14830	0	"protein WD-repeat protein 39, putative, expressed"
12_10241	Os01g43710	0	"protein cytochrome P450 72A1, putative, expressed"
11_10563	Os05g06780	3.00E-48	"protein lipid binding protein, putative, expressed"
12_10652	Os06g46900	1.00E-142	"protein phosphosulfolactate synthase-related protein, putative, expressed"
11_20570	Os06g46950	3.00E-59	"protein EF-hand Ca2+-binding protein CCD1, putative, expressed"
12_30362	Os12g13950	2.00E-26	"protein DNA polymerase alpha subunit B, putative, expressed"
11_20247	Os02g06700	2.00E-78	"protein 40S ribosomal protein S14, putative, expressed"
12_21208	Os06g46700	6.00E-44	protein expressed protein
12_31363	Os06g46680	0	"protein cytochrome P450 77A3, putative, expressed"
12_30797	Os12g17830	1.00E-45	protein expressed protein
12_30368	Os03g25920	2.00E-57	"protein cationic amino acid transporter, putative"
12_30164	Os03g29970	7.00E-71	"protein nuclear transcription factor Y subunit B-3, putative, expressed"
12_11184	Os06g46284	0	"protein alpha-glucosidase precursor, putative, expressed"
12_20217	Os06g45820	0	"protein OsFtsH2 - Oryza sativa FtsH protease, homologue of AtFtsH2/8, expressed"
12_10543	Os03g36540	0	"protein magnesium-chelatase subunit chlI, chloroplast precursor, putative, expressed"
12_31232	Os06g45840	1.00E-139	"protein DNA binding protein, putative, expressed"
11_11243	Os06g45860	0	"protein molybdenum cofactor sulfurase, putative, expressed"
11_20354	Os02g57590	1.00E-135	"protein fibrillarin-2, putative, expressed"
12_31535	Os09g04310	1.00E-32	protein expressed protein
12_31374	Os03g31400	0	"protein ubiquitin conjugation factor E4 A, putative, expressed"
11_11521	Os01g52190	3.00E-39	"protein aspartic proteinase nepenthesin-1 precursor, putative"
11_10182	Os06g45120	0	"protein vacuolar ATP synthase catalytic subunit A, putative, expressed"
12_11279	Os06g45140	2.00E-60	"protein light-inducible protein CPRF-2, putative, expressed"
11_21229	Os06g45280	1.00E-111	"protein protein kinase APK1B, chloroplast precursor, putative, expressed"
12_20832	Os06g45110	0	protein expressed protein
11_21209	Os06g45000	1.00E-114	"protein ubiquitin-conjugating enzyme E2S, putative, expressed"
11_21104	Os06g40050	1.00E-141	"protein protein brittle-1, chloroplast precursor, putative, expressed"
11_10861	Os06g44450	1.00E-134	"protein CONSTANS-like protein CO6, putative, expressed"
11_10078	Os06g44190	2.00E-19	protein expressed protein
11_10797	Os06g44310	1.00E-139	"protein senescence-associated protein DH, putative, expressed"
