chromosome	U35 Rice Locus	start	aliases	U35_Rice Description
11	LOC_Os11g26030	20538	null	protein GTPase family protein, putative, expressed
11	LOC_Os11g09940	16728	null	protein expressed protein
11	LOC_Os11g32470	5168	null	protein NEF1, putative, expressed
11	LOC_Os11g43360	16708	null	protein tropinone reductase 2, putative
11	LOC_Os11g10480	14205	null	protein alcohol dehydrogenase 1, putative, expressed
11	LOC_Os11g30560	4677	null	protein cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase., putative, expressed
11	LOC_Os11g38959	14662	null	protein 40S ribosomal protein S9, putative, expressed
11	LOC_Os11g04720	14592	null	protein OsRR9 - Rice type-A response regulator, expressed
11	LOC_Os11g06890	14894	null	protein vacuolar ATP synthase 16 kDa proteolipid subunit, putative, expressed
11	LOC_Os11g01510	15082	null	protein ubiquitin-activating enzyme E1 2, putative, expressed
11	LOC_Os11g01490	18894	null	protein outer membrane protein, OMP85 family protein, expressed
11	LOC_Os11g04740	17768	null	protein L-Galactono-1,4-lactone dehydrogenase, putative, expressed
11	LOC_Os11g01790	5035	null	protein catalytic/ protein phosphatase type 2C, putative, expressed
11	LOC_Os11g02389	14132	null	protein nonspecific lipid-transfer protein 1 precursor, putative, expressed
11	LOC_Os11g02464	4239	null	protein vacuolar sorting receptor 1 precursor, putative, expressed
11	LOC_Os11g01380	1487	null	protein clathrin heavy chain, putative, expressed
11	LOC_Os11g01510	15082	null	protein ubiquitin-activating enzyme E1 2, putative, expressed
11	LOC_Os11g10510	14203	null	protein alcohol dehydrogenase 2, putative, expressed
11	LOC_Os11g10510	14203	null	protein alcohol dehydrogenase 2, putative, expressed
11	LOC_Os11g10510	14203	null	protein alcohol dehydrogenase 2, putative, expressed
11	LOC_Os11g10510	14203	null	protein alcohol dehydrogenase 2, putative, expressed
11	LOC_Os11g10760	46904	null	protein NBS-LRR disease resistance protein, putative, expressed
11	LOC_Os11g37890	192	null	protein GDP-mannose 3,5-epimerase 2, putative, expressed
11	LOC_Os11g37890	192	null	protein GDP-mannose 3,5-epimerase 2, putative, expressed
11	LOC_Os11g14220	14083	null	protein tubulin alpha-3 chain, putative, expressed
11	LOC_Os11g35400	18172	null	protein acyl CoA synthetase, putative, expressed
11	LOC_Os11g26760	14540	null	protein dehydrin Rab16C, putative, expressed
11	LOC_Os11g26760	14540	null	protein dehydrin Rab16C, putative, expressed
11	LOC_Os11g32260	17907	null	protein lysosomal alpha-mannosidase precursor, putative, expressed
11	LOC_Os11g28340	2973	null	protein ER lumen protein retaining receptor, putative, expressed
11	LOC_Os11g26910	14473	null	protein SKP1-like protein 1A, putative, expressed
11	LOC_Os11g33300	1547	null	protein O-methyltransferase ZRP4, putative
11	LOC_Os11g32890	2296	null	protein expressed protein
11	LOC_Os11g47760	473	null	protein heat shock cognate 70 kDa protein 2, putative, expressed
11	LOC_Os11g47760	473	null	protein heat shock cognate 70 kDa protein 2, putative, expressed
11	LOC_Os11g47760	473	null	protein heat shock cognate 70 kDa protein 2, putative, expressed
11	LOC_Os11g47760	473	null	protein heat shock cognate 70 kDa protein 2, putative, expressed
11	LOC_Os11g26790	14539	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g26790	14539	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g26790	14536	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g26790	14536	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g26790	14536	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g37950	17228	null	protein win2 precursor, putative, expressed
11	LOC_Os11g18947	125	null	protein RHB1A, putative, expressed
11	LOC_Os11g35890	9628	null	protein expressed protein
11	LOC_Os11g24540	5016	null	protein signal peptide peptidase-like 2B, putative, expressed
11	LOC_Os11g39450	13040	null	protein stem rust resistance protein, putative, expressed
11	LOC_Os11g39450	13040	null	protein stem rust resistance protein, putative, expressed
11	LOC_Os11g03770	1552	null	protein hypothetical protein
11	LOC_Os11g05730	14061	null	protein histone H3, putative, expressed
11	LOC_Os11g03290	5866	null	protein nucleoside-triphosphatase, putative, expressed
11	LOC_Os11g32070	20926	null	protein LGC1, putative
11	LOC_Os11g39420	3541	null	protein jacalin-like lectin domain containing protein, expressed
11	LOC_Os11g37130	17094	null	protein HCF106C precursor protein, putative, expressed
11	LOC_Os11g09310	16861	null	protein zinc finger CCHC domain-containing protein 10, putative, expressed
11	LOC_Os11g20090	15363	null	protein O-methyltransferase ZRP4, putative, expressed
11	LOC_Os11g20090	15363	null	protein O-methyltransferase ZRP4, putative, expressed
11	LOC_Os11g26850	14559	null	protein adenosylhomocysteinase, putative, expressed
11	LOC_Os11g05050	14815	null	protein stem-specific protein TSJT1, putative, expressed
11	LOC_Os11g06890	14894	null	protein vacuolar ATP synthase 16 kDa proteolipid subunit, putative, expressed
11	LOC_Os11g03890	803	null	protein RNA binding protein, putative, expressed
11	LOC_Os11g48040	15852	null	protein mitochondrial uncoupling protein 3, putative, expressed
11	LOC_Os11g07670	15971	null	protein disease resistance response protein 206, putative, expressed
11	LOC_Os11g11980	1623	null	protein expressed protein
11	LOC_Os11g47809	14094	null	protein metallothionein-like protein 1, putative, expressed
11	LOC_Os11g24070	335	null	protein nonspecific lipid-transfer protein 1 precursor, putative, expressed
11	LOC_Os11g41600	3421	null	protein expressed protein
11	LOC_Os11g06390	14173	null	protein actin-7, putative, expressed
11	LOC_Os11g03730	1249	null	protein alpha-N-arabinofuranosidase A precursor, putative, expressed
11	LOC_Os11g41900	1961	null	protein 1-acyl-sn-glycerol-3-phosphate acyltransferase PLS1, putative, expressed
11	LOC_Os11g39990	15313	null	protein patatin T5 precursor, putative, expressed
11	LOC_Os11g07040	16161	null	protein calcium-dependent protein kinase, isoform AK1, putative, expressed
11	LOC_Os11g32650	15644	null	protein chalcone synthase, putative, expressed
11	LOC_Os11g03990	3605	null	protein glutamate-rich WD repeat-containing protein 1, putative, expressed
11	LOC_Os11g17610	18704	null	protein YKL151C, putative, expressed
11	LOC_Os11g37560	4371	null	protein expressed protein
11	LOC_Os11g28060	7890	null	protein cytochrome P450 71C4, putative
11	LOC_Os11g25860	16487	null	protein ATP binding protein, putative, expressed
11	LOC_Os11g05050	14815	null	protein stem-specific protein TSJT1, putative, expressed
11	LOC_Os11g03890	803	null	protein RNA binding protein, putative, expressed
11	LOC_Os11g03380	15475	null	protein expressed protein
11	LOC_Os11g44870	1599	null	protein expressed protein
11	LOC_Os11g37990	2976	null	protein CRS1, putative, expressed
11	LOC_Os11g04480	18033	null	protein grancalcin, putative, expressed
11	LOC_Os11g33270	15359	null	protein xyloglucan endotransglucosylase/hydrolase precursor, putative, expressed
11	LOC_Os11g19250	21799	null	protein expressed protein
11	LOC_Os11g38900	20207	null	protein histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH1, putative, expressed
11	LOC_Os11g43900	14522	null	protein translationally-controlled tumor protein, putative, expressed
11	LOC_Os11g40140	15158	null	protein proteasome subunit alpha type 5, putative, expressed
11	LOC_Os11g06610	1209	null	protein jasmonate-induced protein, putative
11	LOC_Os11g31540	15508	null	protein BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed
11	LOC_Os11g34350	1504	null	protein ATP-binding cassette sub-family E member 1, putative, expressed
11	LOC_Os11g32240	16200	null	protein cytochrome P450 51, putative, expressed
11	LOC_Os11g37270	2258	null	protein expressed protein
11	LOC_Os11g30410	16851	null	protein ubiquitin-like 1-activating enzyme E1A, putative, expressed
11	LOC_Os11g37730	2835	null	protein glutathione S-transferase theta-1, putative, expressed
11	LOC_Os11g16410	2828	null	protein dehydrogenase/reductase SDR family member 7 precursor, putative, expressed
11	LOC_Os11g13890	341	null	protein chlorophyll a-b binding protein M9, chloroplast precursor, putative, expressed
11	LOC_Os11g41610	1088	null	protein 40S ribosomal protein S29, putative, expressed
11	LOC_Os11g47970	13900	null	protein ribulose bisphosphate carboxylase/oxygenase activase, chloroplast precursor, putative, expressed
11	LOC_Os11g30484	4473	null	protein zinc finger protein 511, putative, expressed
11	LOC_Os11g32260	19058	null	protein lysosomal alpha-mannosidase precursor, putative, expressed
11	LOC_Os11g35020	3780	null	protein protein yippee-like, putative, expressed
11	LOC_Os11g14180	16883	null	protein expressed protein
11	LOC_Os11g05850	4613	null	protein cyclin-dependent protein kinase, putative, expressed
11	LOC_Os11g10480	42740	null	protein alcohol dehydrogenase 1, putative, expressed
11	LOC_Os11g10480	42740	null	protein alcohol dehydrogenase 1, putative, expressed
11	LOC_Os11g10510	14206	null	protein alcohol dehydrogenase 2, putative, expressed
11	LOC_Os11g10510	14206	null	protein alcohol dehydrogenase 2, putative, expressed
11	LOC_Os11g10510	14206	null	protein alcohol dehydrogenase 2, putative, expressed
11	LOC_Os11g10510	14206	null	protein alcohol dehydrogenase 2, putative, expressed
11	LOC_Os11g26790	29259	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g26790	29259	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g26790	29259	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g26790	29259	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g26790	14536	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g26790	14536	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g26790	14536	null	protein water stress-inducible protein Rab21, putative, expressed
11	LOC_Os11g39450	13040	null	protein stem rust resistance protein, putative, expressed
11	LOC_Os11g39450	13040	null	protein stem rust resistance protein, putative, expressed
11	LOC_Os11g39450	13040	null	protein stem rust resistance protein, putative, expressed
11	LOC_Os11g39450	13040	null	protein stem rust resistance protein, putative, expressed
11	LOC_Os11g14140	15290	null	protein protein kinase Kelch repeat:Kelch, putative, expressed
11	LOC_Os11g32480	17143	null	protein TPR repeat region family protein, expressed
11	LOC_Os11g16560	17760	null	protein expressed protein
11	LOC_Os11g07690	17890	null	protein disease resistance response protein 206, putative
11	LOC_Os11g06810	18087	null	protein expressed protein
11	LOC_Os11g05870	21353	null	protein harpin-induced protein, putative, expressed
11	LOC_Os11g26580	22247	null	protein hypothetical protein
11	LOC_Os11g04860	22334	null	protein indole-3-acetate beta-glucosyltransferase, putative, expressed
11	LOC_Os11g05860	2236	null	protein VAMP protein SEC22, putative, expressed
11	LOC_Os11g04500	2763	null	protein expressed protein
11	LOC_Os11g05290	4005	null	protein pop3 peptide, putative, expressed
11	LOC_Os11g16390	4070	null	protein expressed protein
12	LOC_Os12g36210	906	null	protein subtilisin-chymotrypsin inhibitor CI-1B, putative, expressed
12	LOC_Os12g36210	904	null	protein subtilisin-chymotrypsin inhibitor CI-1B, putative, expressed
12	LOC_Os12g16350	2115	null	protein CHY1, putative, expressed
12	LOC_Os12g13320	1405	null	protein argininosuccinate synthase, chloroplast precursor, putative, expressed
12	LOC_Os12g01449	15713	null	protein expressed protein
12	LOC_Os12g17910	15221	null	protein ruBisCO large subunit-binding protein subunit alpha, chloroplast precursor, putative, expressed
12	LOC_Os12g19394	351	null	protein ribulose bisphosphate carboxylase small chain C, chloroplast precursor, putative, expressed
12	LOC_Os12g19394	351	null	protein ribulose bisphosphate carboxylase small chain C, chloroplast precursor, putative, expressed
12	LOC_Os12g10784	1937	null	protein 2-dehydro-3-deoxyphosphooctonate aldolase, putative, expressed
12	LOC_Os12g07590	4907	null	protein receptor-type tyrosine-protein phosphatase S precursor, putative, expressed
12	LOC_Os12g19090	2472	null	protein ku70-binding protein, putative, expressed
12	LOC_Os12g08830	2240	null	protein tat pathway signal sequence family protein, expressed
12	LOC_Os12g36930	18474	null	protein expressed protein
12	LOC_Os12g34980	17085	null	protein expressed protein
12	LOC_Os12g02300	614	null	protein nonspecific lipid-transfer protein 4 precursor, putative, expressed
12	LOC_Os12g22030	605	null	protein serine hydroxymethyltransferase, mitochondrial precursor, putative, expressed
12	LOC_Os12g22030	605	null	protein serine hydroxymethyltransferase, mitochondrial precursor, putative, expressed
12	LOC_Os12g26044	4384	null	protein expressed protein
12	LOC_Os12g26060	7141	null	protein bifunctional dihydrofolate reductase-thymidylate synthase, putative, expressed
12	LOC_Os12g40760	6206	null	protein expressed protein
12	LOC_Os12g42700	4904	null	protein expressed protein
12	LOC_Os12g15470	3050	null	protein serine carboxypeptidase 1 precursor, putative, expressed
12	LOC_Os12g42090	13718	null	protein inner envelope membrane protein, chloroplast precursor, putative, expressed
12	LOC_Os12g08810	15250	null	protein VTC2, putative, expressed
12	LOC_Os12g08810	15250	null	protein VTC2, putative, expressed
12	LOC_Os12g09280	3617	null	protein DNA-directed RNA polymerases I and III 14 kDa polypeptide, putative, expressed
12	LOC_Os12g02150	1960	null	protein expressed protein
12	LOC_Os12g07210	6233	null	protein expressed protein
12	LOC_Os12g23280	3934	null	protein GMFP5, putative, expressed
12	LOC_Os12g33240	14768	null	protein mitochondrial ribosomal protein S10, putative, expressed
12	LOC_Os12g07010	14387	null	protein 60S ribosomal protein L3, putative, expressed
12	LOC_Os12g44380	4182	null	protein sucrose transport protein SUC4, putative, expressed
12	LOC_Os12g44310	1772	null	protein 9,10-9,10 carotenoid cleavage dioxygenase 1, putative, expressed
12	LOC_Os12g44230	24189	null	protein expressed protein
12	LOC_Os12g44150	14204	null	protein plasma membrane ATPase 1, putative, expressed
12	LOC_Os12g37260	14644	null	protein lipoxygenase 2.1, chloroplast precursor, putative, expressed
12	LOC_Os12g44230	24189	null	protein expressed protein
12	LOC_Os12g43930	17586	null	protein RING finger protein 5, putative, expressed
12	LOC_Os12g43720	7624	null	protein RXW8, putative, expressed
12	LOC_Os12g43950	4141	null	protein BEL1-related homeotic protein 30, putative, expressed
12	LOC_Os12g43630	1911	null	protein malate dehydrogenase, glyoxysomal precursor, putative, expressed
